Year,StateAbbr,StateDesc,CityName,GeographicLevel,Category,Measure,DataValueTypeID,Data_Value_Pct,Population2010,CityFIPS
2014,AL,Alabama,Tuscaloosa,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,28.6,90468,177256
2014,AL,Alabama,Birmingham,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,22,212237,107000
2014,AL,Alabama,Hoover,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.7,81619,135896
2014,AL,Alabama,Birmingham,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,46.9,212237,107000
2014,AL,Alabama,Huntsville,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,21.3,180105,137000
2014,AL,Alabama,Huntsville,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,12.3,180105,137000
2014,AL,Alabama,Tuscaloosa,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,41.4,90468,177256
2014,AL,Alabama,Tuscaloosa,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,12.1,90468,177256
2014,AL,Alabama,Mobile,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,42.2,195111,150000
2014,AL,Alabama,Tuscaloosa,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,38.5,90468,177256
2014,AL,Alabama,Huntsville,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,39.7,180105,137000
2014,AL,Alabama,Hoover,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,24.7,81619,135896
2014,AL,Alabama,Hoover,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,17.8,81619,135896
2014,AL,Alabama,Montgomery,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,12.2,205764,151000
2014,AL,Alabama,Hoover,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,13.2,81619,135896
2014,AL,Alabama,Montgomery,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,27.9,205764,151000
2014,AR,Arkansas,Little Rock,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,31,193524,541000
2014,AR,Arkansas,Jonesboro,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.8,67263,535710
2014,AR,Arkansas,Jonesboro,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,30.1,67263,535710
2014,AR,Arkansas,Fayetteville,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,33.5,73580,523290
2014,AR,Arkansas,Springdale,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,36.2,69797,566080
2014,AR,Arkansas,Fort Smith,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,35.8,86209,524550
2014,AR,Arkansas,Fayetteville,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,21.3,73580,523290
2014,AR,Arkansas,Springdale,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,33.6,69797,566080
2014,AR,Arkansas,Little Rock,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,26.7,193524,541000
2014,AR,Arkansas,Jonesboro,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,24.3,67263,535710
2014,AR,Arkansas,Fort Smith,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,38,86209,524550
2014,AR,Arkansas,Fayetteville,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,25,73580,523290
2014,AR,Arkansas,Jonesboro,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.4,67263,535710
2014,AR,Arkansas,Fayetteville,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,30.4,73580,523290
2014,AR,Arkansas,Springdale,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,13.9,69797,566080
2014,AR,Arkansas,Little Rock,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,13.8,193524,541000
2014,AR,Arkansas,Fort Smith,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,33.9,86209,524550
2014,AR,Arkansas,Fayetteville,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.3,73580,523290
2014,AR,Arkansas,Springdale,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,34.5,69797,566080
2014,AR,Arkansas,Fort Smith,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,13.1,86209,524550
2014,AR,Arkansas,Jonesboro,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,32.9,67263,535710
2014,AR,Arkansas,Fort Smith,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,26.1,86209,524550
2014,AR,Arkansas,Little Rock,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,20.8,193524,541000
2014,AR,Arkansas,Little Rock,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,36.5,193524,541000
2014,AR,Arkansas,Springdale,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,25.6,69797,566080
2014,AZ,Arizona,Tempe,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.5,161719,473000
2014,AZ,Arizona,Tempe,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,27.2,161719,473000
2014,AZ,Arizona,Gilbert,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,23.5,208453,427400
2014,AZ,Arizona,Glendale,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,23.7,226721,427820
2014,AZ,Arizona,Mesa,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,19.3,439041,446000
2014,AZ,Arizona,Mesa,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,21.3,439041,446000
2014,AZ,Arizona,Yuma,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.9,93064,485540
2014,AZ,Arizona,Tucson,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,30.4,520116,477000
2014,AZ,Arizona,Mesa,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,34.7,439041,446000
2014,AZ,Arizona,Surprise,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,33.7,117517,471510
2014,AZ,Arizona,Chandler,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,24.5,236123,412000
2014,AZ,Arizona,Scottsdale,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,30.8,217385,465000
2014,AZ,Arizona,Mesa,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.6,439041,446000
2014,AZ,Arizona,Tucson,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,13.7,520116,477000
2014,AZ,Arizona,Avondale,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.7,76238,404720
2014,AZ,Arizona,Chandler,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.2,236123,412000
2014,AZ,Arizona,Tempe,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.3,161719,473000
2014,AZ,Arizona,Tucson,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,19.2,520116,477000
2014,AZ,Arizona,Avondale,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,30.1,76238,404720
2014,AZ,Arizona,Glendale,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.7,226721,427820
2014,AZ,Arizona,Scottsdale,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,14,217385,465000
2014,AZ,Arizona,Avondale,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,18.5,76238,404720
2014,AZ,Arizona,Yuma,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.7,93064,485540
2014,AZ,Arizona,Mesa,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,28.3,439041,446000
2014,AZ,Arizona,Scottsdale,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,14.6,217385,465000
2014,AZ,Arizona,Glendale,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,29.6,226721,427820
2014,AZ,Arizona,Tempe,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,19.4,161719,473000
2014,AZ,Arizona,Glendale,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,19.8,226721,427820
2014,AZ,Arizona,Tucson,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,34.8,520116,477000
2014,AZ,Arizona,Phoenix,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.5,1445632,455000
2014,AZ,Arizona,Scottsdale,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,23.2,217385,465000
2014,AZ,Arizona,Phoenix,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.6,1445632,455000
2014,AZ,Arizona,Gilbert,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,14.7,208453,427400
2014,AZ,Arizona,Surprise,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.4,117517,471510
2014,AZ,Arizona,Peoria,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,18.6,154065,454050
2014,AZ,Arizona,Yuma,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,33.3,93064,485540
2014,AZ,Arizona,Avondale,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.3,76238,404720
2014,AZ,Arizona,Glendale,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.8,226721,427820
2014,AZ,Arizona,Gilbert,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,32,208453,427400
2014,AZ,Arizona,Peoria,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,33.5,154065,454050
2014,AZ,Arizona,Peoria,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,26,154065,454050
2014,AZ,Arizona,Tucson,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,22.6,520116,477000
2014,AZ,Arizona,Scottsdale,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.1,217385,465000
2014,AZ,Arizona,Surprise,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,26.3,117517,471510
2014,AZ,Arizona,Chandler,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,32.9,236123,412000
2014,AZ,Arizona,Gilbert,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.2,208453,427400
2014,AZ,Arizona,Peoria,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.4,154065,454050
2014,AZ,Arizona,Phoenix,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.1,1445632,455000
2014,AZ,Arizona,Surprise,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,18.5,117517,471510
2014,AZ,Arizona,Surprise,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.4,117517,471510
2014,AZ,Arizona,Gilbert,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,15.6,208453,427400
2014,AZ,Arizona,Yuma,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,36,93064,485540
2014,AZ,Arizona,Phoenix,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,30.1,1445632,455000
2014,AZ,Arizona,Chandler,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,17.4,236123,412000
2014,AZ,Arizona,Chandler,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.3,236123,412000
2014,AZ,Arizona,Phoenix,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,19.6,1445632,455000
2014,AZ,Arizona,Yuma,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.2,93064,485540
2014,AZ,Arizona,Tempe,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,34,161719,473000
2014,AZ,Arizona,Avondale,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,36.2,76238,404720
2014,AZ,Arizona,Peoria,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.6,154065,454050
2014,CA,California,Mountain View,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.7,74066,649670
2014,CA,California,Fontana,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,28.1,196069,624680
2014,CA,California,Sunnyvale,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,32.2,140081,677000
2014,CA,California,Menifee,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,27,77519,646842
2014,CA,California,Hesperia,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.9,90173,633434
2014,CA,California,Pleasanton,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.3,70285,657792
2014,CA,California,Carlsbad,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,19.7,105328,611194
2014,CA,California,Bellflower,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,16,76616,604982
2014,CA,California,Mountain View,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,18.4,74066,649670
2014,CA,California,Tracy,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.5,82922,680238
2014,CA,California,Merced,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,18.5,78958,646898
2014,CA,California,Menifee,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,22.8,77519,646842
2014,CA,California,Chico,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,18.4,86187,613014
2014,CA,California,Lancaster,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,18.2,156633,640130
2014,CA,California,Clovis,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,23.6,95631,614218
2014,CA,California,Redding,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,18.6,89861,659920
2014,CA,California,Oceanside,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.3,167086,653322
2014,CA,California,Inglewood,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,27.9,109673,636546
2014,CA,California,Torrance,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,17.7,145438,680000
2014,CA,California,Santa Clara,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.4,116468,669084
2014,CA,California,Daly City,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,12.7,101123,617918
2014,CA,California,Daly City,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,17.6,101123,617918
2014,CA,California,Daly City,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,11.1,101123,617918
2014,CA,California,Redwood City,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,23.7,76815,660102
2014,CA,California,Redwood City,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.1,76815,660102
2014,CA,California,Redwood City,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,12.4,76815,660102
2014,CA,California,Union City,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,12.8,69516,681204
2014,CA,California,Union City,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,17.3,69516,681204
2014,CA,California,Union City,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,11.8,69516,681204
2014,CA,California,Murrieta,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,20.3,103466,650076
2014,CA,California,Murrieta,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,14.5,103466,650076
2014,CA,California,Lynwood,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,34,69772,644574
2014,CA,California,Santa Clarita,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,18.2,176320,669088
2014,CA,California,San Buenaventura (Ventura),City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,13.7,106433,665042
2014,CA,California,Alhambra,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,38.4,83089,600884
2014,CA,California,Turlock,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,34.5,68549,680812
2014,CA,California,Fremont,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,18.7,214089,626000
2014,CA,California,Apple Valley,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.9,69135,602364
2014,CA,California,Rialto,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.3,99171,660466
2014,CA,California,Anaheim,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,23.3,336265,602000
2014,CA,California,Burbank,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,18,103340,608954
2014,CA,California,Bellflower,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,39,76616,604982
2014,CA,California,Manteca,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.1,67096,645484
2014,CA,California,Lynwood,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,13.6,69772,644574
2014,CA,California,Fontana,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.6,196069,624680
2014,CA,California,Hayward,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.7,144186,633000
2014,CA,California,Menifee,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,17.7,77519,646842
2014,CA,California,Irvine,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.9,212375,636770
2014,CA,California,Tustin,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,32.3,75540,680854
2014,CA,California,Glendale,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,22.5,191719,630000
2014,CA,California,San Leandro,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,21.4,84950,668084
2014,CA,California,Perris,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,34,68386,656700
2014,CA,California,Torrance,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,15.7,145438,680000
2014,CA,California,Indio,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17.3,76036,636448
2014,CA,California,Oceanside,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,22.6,167086,653322
2014,CA,California,San Francisco,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,12.8,805235,667000
2014,CA,California,Chino,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,36,77983,613210
2014,CA,California,Lakewood,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,19.7,80048,639892
2014,CA,California,Oxnard,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.5,197899,654652
2014,CA,California,Oxnard,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,29.2,197899,654652
2014,CA,California,Modesto,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,35.5,201165,648354
2014,CA,California,El Monte,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,17,113475,622230
2014,CA,California,Chula Vista,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.6,243916,613392
2014,CA,California,Upland,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,24.5,73732,681344
2014,CA,California,Huntington Beach,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,30.4,189992,636000
2014,CA,California,Manteca,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,34.9,67096,645484
2014,CA,California,Roseville,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,17.7,118788,662938
2014,CA,California,Alameda,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,32.3,73812,600562
2014,CA,California,Turlock,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,24.1,68549,680812
2014,CA,California,San Buenaventura (Ventura),City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,19.6,106433,665042
2014,CA,California,Costa Mesa,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,21.3,109960,616532
2014,CA,California,Inglewood,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,42.4,109673,636546
2014,CA,California,Lake Forest,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,19.2,77264,639496
2014,CA,California,Concord,City,Unhealthy Behaviors,Obesity among adults aged >=18 Years,AgeAdjPrv,27.5,122067,616000
2014,CA,California,Orange,City,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,AgeAdjPrv,21.5,136416,653980
2014,CA,California,San Francisco,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.6,805235,667000
2014,CA,California,Vallejo,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,14.5,115942,681666
2014,CA,California,Burbank,City,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 Years,AgeAdjPrv,34.2,103340,608954
2014,CA,California,Anaheim,City,Unhealthy Behaviors,Binge drinking among adults aged >=18 Years,AgeAdjPrv,16.3,336265,602000
2014,CA,California,Oakland,City,Unhealthy Behaviors,Current smoking among adults aged >=18 Years,AgeAdjPrv,15.2,390724,653000
